HNRNPA1P54	-5.58611064974145
FAM218A	-5.47933146967257
AXDND1	-5.35664492175448
AL160286.3	-4.59132958960494
ZNF562	-4.25390385707442
TRIM61	-3.32896379378153
FTH1	-2.77816919568821
PCAT7	-2.48932618166358
PNRC1	-2.43767964946263
COL27A1	-2.20108477422714
CYP1B1	-2.16234831687879
CCDC144NL-AS1	-2.13407914466584
INTS1	-2.12462483539741
LONRF2	-2.11202006300378
PPP1R16A	-2.08233552713294
SNRK	-2.06950083083643
LINC01695	-2.01909614152508
LIFR	-2.00113296386926
PCDHGB6	-1.97955195541987
METRNL	-1.9783942879506
PTPRU	-1.9392846537692
KLHL25	-1.88137251258656
KMT5B	-1.87359957880988
HOXA-AS2	-1.84486628728098
PHRF1	-1.83141563705614
WDR81	-1.81712653247829
RSPO1	-1.81318178607707
GABRB2	-1.80807703947489
VWA3A	-1.78786201487672
SEMA6D	-1.74998163650561
RIPPLY1	-1.74096557904402
RAPGEF5	-1.73071888456648
ARFGEF3	-1.71975693037159
CELF2	-1.71223899487623
SNHG32	-1.70156220841615
ABTB2	-1.66937036341591
BCAR1	-1.6660435992457
MAN2B2	-1.65507992178235
CPEB1	-1.65413807155299
DCN	-1.65402746693104
CLSTN2	-1.6488943860467
RAB11B	-1.64444706090088
PAK1	-1.63442859889332
CREBBP	-1.60684199341493
GRIK2	-1.59872277566806
SLC25A6	-1.59551130489179
SLC30A8	-1.59252132053841
WDR13	-1.582868060899
BRD1	-1.57986045664783
CFAP70	-1.57096095494359
ZNF662	-1.56138453611395
SPOCK1	-1.54530702676189
DIPK2A	-1.5412219258644
MNT	-1.52656270755635
PTP4A3	-1.52556767473261
CAPN8	-1.52210242333214
MYOCD	-1.52065587901015
CPXM2	-1.51970107245172
NR2F1	-1.51319356178008
AP003062.2	-1.51149524660027
SCAND1	-1.50195592816735
GPC4	-1.50121811217068
IGSF9B	-1.49960863224214
PCDHA6	-1.49401181021171
ABCA1	-1.48771604918807
WDR26	-1.48595236858476
FAM20C	-1.48192524852742
SOWAHC	-1.48169533875228
MARCHF3	-1.46571820147086
TSC22D1	-1.45273439255277
PCDHB5	-1.4419885575135
WTIP	-1.44053795675712
TGIF2	-1.43741797412377
WIPF3	-1.42637298539877
TNRC18	-1.42164386508123
FZD6	-1.41569935219944
DVL1	-1.41422678305588
ZDHHC1	-1.39720059200933
SYNJ2	-1.38828653618276
GRIK5	-1.38725664666351
FAM171A2	-1.3845576016114
LTBP1	-1.38343514465856
MGRN1	-1.37978548753044
MROH1	-1.37902627585625
APPBP2	-1.37690025949989
TM7SF2	-1.37402748386378
MAG	-1.37276419659384
CACNA2D2	-1.36944743509165
GCNT1	-1.36436340645325
GALNT10	-1.35944414035373
LINC01508	-1.35749223275189
MARCHF8	-1.35710046904978
ANKRD11	-1.35572687625569
GLYAT	-1.34781384626385
LANCL2	-1.34545051450567
MYO15B	-1.34227108244615
MXD4	-1.33607470001188
PLAGL2	-1.33585954436621
LATS2	-1.32792022142753
EPS8L1	-1.3259476680004
DOC2GP	-1.32298636421546
ABCA4	-1.31888440523568
EFEMP2	-1.31642939323249
LTBP3	-1.31472211883902
PTGS1	-1.31272949337389
CIRBP	-1.3115152825255
KCNMA1	-1.30947293654909
SP2	-1.30251494543013
TMEM40	-1.30249734552109
TNNI1	-1.30098111060473
MIR4458HG	-1.2945997056131
ZBTB46	-1.29361827676098
RAI14	-1.28865905741736
TSHZ1	-1.28372986917605
H1-10	-1.28307249400546
ARID3B	-1.2826456426635
SLC20A2	-1.28203251677024
SLC35C2	-1.27782112284246
UBE3A	-1.27396206531469
PPP1R3C	-1.27192723529895
CRIP2	-1.27006396259367
PAX8-AS1	-1.2630494449723
TCEAL2	-1.26075963585208
SPINT2	-1.25710773082428
